"Id","Name","Short.description","Gender","Country","Occupation","Birth.year","Death.year","Manner.of.death","Age.of.death"
"Q47012601","Giovanni Battista Checcucci","organist uit Koninkrijk Italië (1839-1912)","Male","Kingdom of Italy","Organist",1839,1912,"",73
"Q1707908","Joseph Roman","American actor (1927-2018)","Male","United States of America","Artist",1927,2018,"",91
"Q3206573","Dirk III van Wassenaer","","Male","","",1325,1391,"",66
"Q730149","Samuel Johnston","American politician (1733-1816)","Male","United States of America","Politician",1733,1816,"",83
"Q63824","Alfred Bengsch","German cleric, Roman Catholic bishop and cardinal","Male","Germany","Religious figure",1921,1979,"",58
"Q5728250","Henry Shaw Briggs","lawyer, politician, and military officer of the Union Army","Male","United States of America","Politician",1824,1887,"",63
"Q11621895","Shinjirō Kurahara","Japans dichter (1899-1965)","","Japan","Artist",1899,1965,"",66
"Q4798557","Arthur Easterbrook","American general","Male","United States of America","Flying ace",1893,1952,"",59
"Q55720382","Charles Scotto","1886-1937 , chef and founder of the American Culinary Federation, Inc.","Male","","Chef",1886,1937,"",51
"Q21289938","Willem Valter","Dutch landscapist","Male","Kingdom of the Netherlands","",1821,1847,"",26
"Q2844722","Amédée de Bernardi","French politician","Male","France","Politician",1788,1873,"",85
"Q18289499","Gian Luigi Zucchi","ushtarak italian","Male","Kingdom of Italy","Military personnel",1900,1918,"",18
"Q4908963","Bill Ferguson","Australian cricket scorer (1880-1957)","Male","Australia","Athlete",1880,1957,"",77
"Q23565144","Peter von Thure","Dompropst, Brandenburger Domherr","Male","","",1200,1282,"",82
"Q5983662","Melcher Melchers","Swedish composer","","Sweden","Artist",1882,1961,"",79
"Q38603407","Matilda Gregson","Scottish theatrical producer","Female","United Kingdom","Theatrical producer",1930,1984,"",54
"Q35549057","Henry Orange Glidden","American artist","Male","United States of America","Artist",1891,1978,"",87
"Q3760621","George Patterson","American basketball player","Male","United States of America","Athlete",1939,2003,"",64
"Q4994308","Gene Fowler Jr.","American film editor and film director","Male","United States of America","Artist",1917,1998,"",81
"Q7347934","Robert N. Schaper","American preacher and theologian","Male","United States of America","Religious figure",1922,2007,"",85
"Q19971882","Renée de Wendel","","Female","France","",1907,2002,"",95
"Q5495579","Fred James Cassibry","United States federal judge","Male","United States of America","Judge",1918,1996,"",78
"Q11069879","Peng Hanyuan","","","","",1893,1928,"",35
"Q324418","James Hewitt","American conductor, composer and publisher","Male","United Kingdom of Great Britain and Ireland","Artist",1770,1827,"",57
"Q518421","André Duroméa","French politician (1917-2011)","Male","France","Politician",1917,2011,"",94
"Q2895991","Benjamin B. Redding","American politician","Male","United States of America","Politician",1824,1882,"",58
"Q2633986","Achille Clarac","French diplomat","Male","France","Politician",1903,1999,"",96
"Q14949133","John Paterson","Minister of the Church of Scotland, Bishop of Galloway, Archbishop of Glasgow","Male","","Religious figure",1632,1708,"",76
"Q5076588","Charles Cumberland","cricketer (1764-1835)","Male","Kingdom of Great Britain; United Kingdom of Great Britain and Ireland","Athlete",1764,1835,"",71
"Q22018036","Harry Duigan","Australian rules footballer","Male","Australia","Athlete",1875,1931,"",56
"Q206391","Édouard Estaunié","French engineer","Male","France","Artist",1862,1942,"",80
"Q42901606","Yrjö Antila","Finnish politician","Male","Finland","Politician",1894,1958,"",64
"Q2830139","Alain Ollivier","French actor","Male","France","Artist",1938,2010,"",72
"Q20711279","John Allan","English association footballer (1931-2003)","Male","United Kingdom","Athlete",1931,2003,"",72
"Q16594741","Luis San Martin","Chilean military personnel","Male","Chile","Military personnel",1953,1974,"",21
"Q19800661","František Jaroslav Kubíček","teolog a spisovatel","Male","","Artist",1838,1865,"",27
"Q24642723","Svet Zakharov","Russisch journalist (1930-2016)","","Russia; Soviet Union","Journalist",1930,2016,"",86
"Q16058493","George Littlewood","British professional pedestrian","Male","","Ultramarathon runner",1859,1912,"",53
"Q19974905","William Hixon McDonald","","Male","Australia","",1840,1898,"",58
"Q65088505","Mary Max","American animal rights activist","Female","United States of America","Animal rights advocate",1966,2019,"suicide",53
"Q53984858","Jindřich Krahulec","conducteur","Male","","Conductor",1948,1968,"",20
"Q837905","Xiao Zhuang","Liang dynasty emperor (548-577)","Male","","Politician",548,577,"",29
"Q2062835","Paul Türpe","German sculptor","Male","Germany","Artist",1859,1944,"",85
"Q10326092","Maria Teresa Camargo Biderman","","Female","Brazil","",1936,2008,"",72
"Q4834221","B. Stanley Simmons","American architect","Male","United States of America","Architect",1872,1931,"",59
"Q1063426","Charles-Philippe Larivière","French painter (1798-1876)","Male","France","Artist",1798,1876,"",78
"Q884027","Alfred A. Taylor","American politician (1848-1931)","Male","United States of America","Politician",1848,1931,"",83
"Q679313","Claudio Baccalà","Swiss artist (1923-2007)","Male","Switzerland","Artist",1923,2007,"",84
"Q11949810","Simona Gay","French Catalan poet, artist","","France","Artist",1898,1969,"",71
"Q61268682","Johann Söllner","(1769 - 1838), Chemiker","Male","","",1769,1838,"",69
"Q5867255","Francisco Rinaldi","Argentinian actor","Male","Argentina","Artist",1928,2012,"",84
"Q13508555","Jean-Louis Pellapra","oficial francés (1739–1808)","Male","France","Military personnel",1739,1808,"",69
"Q1463584","Friedrich von Bock und Polach","German officer","Male","Germany","Military personnel",1849,1934,"",85
"Q11479019","Masako Kawada","Japanese singer (1934-2006)","Female","Japan","Artist",1934,2006,"",72
"Q7323669","Richard Aldworth","English Member of Parliament 1661-1679","Male","Kingdom of England","Politician",1614,1680,"",66
"Q21031727","Gerhard Stumme","deutscher Chirurg und Orthopäde sowie Sammler von Literatur zum Fauststoff","Male","Germany","",1871,1955,"",84
"Q6035315","Warwick Parer","Australian politician","Male","Australia","Politician",1936,2014,"",78
"Q70056","Waldemar Kraft","German politician (1898-1977)","Male","Germany","Politician",1898,1977,"",79
"Q5700594","António Rosa Casaco","Portuguese photographer","Female","Portugal","Artist",1915,2006,"",91
"Q59530885","Hans Strohner","born:1945-07-06|died:2006|; Strohner, Hans, 1945-....; Strohner, Hans, 1945-2006","Male","","",1945,2006,"",61
"Q3609305","Aldo Rizzi","Italian art historian and journalist","","Italy; Kingdom of Italy","Journalist",1927,1996,"",69
"Q14923654","Albert Redlhammer","Czech member of Czech council and entrepreneur","Male","","Businessperson",1832,1876,"",44
"Q3604917","Ada Fighiera-Sikorska","Polish Esperantist","Female","Poland; Italy; Kingdom of Italy","Journalist",1929,1996,"",67
"Q16152151","Richard Bartram","","Male","","",1749,1826,"",77
"Q2320571","Margaret Herrick","American librarian","Female","United States of America","Librarian",1902,1976,"",74
"Q7610374","Stephen Rippingall","English rower and cricketer (1825-1856)","Male","United Kingdom of Great Britain and Ireland","Athlete",1825,1856,"",31
"Q7914575","Vane Ivanović","Yugoslav athlete and diplomat","Male","Yugoslavia","Athlete",1913,1999,"",86
"Q4794545","Arne Brun Lie","Norwegian-American writer","Male","Norway","Artist",1925,2010,"",85
"Q7789495","Thomas Fairfax, 5th Lord Fairfax of Cameron","English politician","Male","Kingdom of England","Politician",1657,1710,"",53
"Q4110466","Zdzisław I","12th-century Archbishop of Gniezno, Poland","Male","Poland","Religious figure",1101,1180,"",79
"Q4895468","Bertha Belmore","British actress (1882-1953)","Female","United Kingdom; United Kingdom of Great Britain and Ireland","Artist",1882,1953,"",71
"Q15460770","Paul Ferris","British actor (1941-1995)","Male","United Kingdom","Artist",1941,1995,"suicide",54
"Q17000431","Pierre Joseph Marique","schrijver","Male","","Artist",1872,1957,"",85
"Q5546217","George Whitecross Paton","Australian legal scholar","Male","Australia","Legal scholar",1902,1985,"",83
"Q526090","Paolo Fabbri","Italian semiotician","Male","Italy","",1939,2020,"",81
"Q625788","Moh Yoon-sook","Korean writer (1910-1990)","Female","South Korea","Artist",1910,1990,"",80
"Q1458927","Friedrich Eduard von Rheineck","militair","Male","","Military personnel",1796,1854,"",58
"Q7387818","S. Rangachari","indian surgeon","Male","","Surgeon",1882,1934,"",52
"Q1229903","Walter Vesper","German politician (1897-1978)","Male","German Democratic Republic; West Germany","Politician",1897,1978,"",81
"Q12122446","Jakov Ivanovitsj Melnik","організатор сільського господарства, Герой Соціалістичної Праці","","Soviet Union","Director",1903,1955,"",52
"Q15433683","Egbert Delpy","German writer (1876-1951)","","Germany","Artist",1876,1951,"",75
"Q695468","Arnold Jacobi","German ornithologist and zoologist","Male","Germany","Researcher",1870,1948,"",78
"Q2413867","Henk Hos","مقاوم هولندي","Male","Kingdom of the Netherlands","",1906,1944,"",38
"Q4799213","Arthur Jackman","Newfoundland sealing captain","Male","","",1843,1907,"",64
"Q3167719","Jean-Marie Le Chevallier","French politician","Male","France","Politician",1936,2020,"",84
"Q3877210","Nino Pavese","Italian actor and voice actor","Male","Italy; Kingdom of Italy","Artist",1904,1979,"",75
"Q15821247","Johann Georg Christian Daems","comerciante alemán (1774–1856)","Male","Germany","Merchant",1774,1856,"",82
"Q19279292","Ernst Springer","juriste et administrateur public allemand (1862-1933)","Male","","Geheimrat",1862,1933,"",71
"Q41139158","Johann Winkler","Swiss politician (1805-1863)","Male","Switzerland","Politician",1805,1863,"",58
"Q20156104","Johan Fredrik Grenser","Duits hoboïst (1758-1794)","Male","Germany","Artist",1758,1794,"",36
"Q232827","Estelle Getty","actress (1923-2008)","Female","United States of America","Artist",1923,2008,"",85
"Q15732128","Henry Caswall","English clergyman and pamphleteer","Male","","Artist",1810,1870,"",60
"Q11513683","Atsushi Kasuga","","Male","Japan","",1887,1976,"",89
"Q16856119","Alexander G. Crockett","Member of the Senate of Virginia","Male","United States of America","Politician",1862,1919,"",57
"Q28125256","Knut Sandberg","kunstschilder","","","Artist",1923,1985,"",62
"Q20641818","Cecil George Charles King","English painter and illustrator","Male","United Kingdom; United Kingdom of Great Britain and Ireland","Artist",1881,1942,"",61
"Q30158477","George Crolly","Irish theologian (1813-1878)","Male","","Religious figure",1813,1878,"",65
"Q26464894","Sir Henry Alfred Joseph Doughty-Tichborne, 12th Baronet","(1866-1910), Landowner","Male","","",1866,1910,"",44
"Q27901644","Michael Stolz","beeldhouwer uit Oostenrijk-Hongarije","Male","Austria-Hungary; Austrian Empire","",1820,1890,"",70
"Q12403999","Alexandru Jar","Romanian poet and prose writer","Male","Romania","Artist",1911,1988,"",77
"Q12028520","Karel Slavkovský","Czech pianist","Male","Czech Republic","Pianist",1846,1919,"",73
"Q1096702","Samu Imre","Hungarian linguist","","","Researcher",1917,1990,"",73
"Q337276","Sacha Guitry","French playwright and filmmaker (1885-1957)","Male","France","Artist",1885,1957,"natural causes",72
"Q11462254","Kazuo Koike","Japanese economist","Male","","Businessperson",1932,2019,"",87
"Q10307497","Joaquim de Sales Torres Homem","","Male","Brazil","",1851,1920,"",69
"Q55090347","Christoph Woldemar Lohmann","1712-1776","Male","","",1712,1776,"",64
"Q1236094","Eugénie Blanchard","French supercentenarian","Female","France","",1896,2010,"",114
"Q11995419","Peter Chen Jianzhang","Chinese bishop","Male","","Religious figure",1920,1994,"",74
"Q16403580","Thomas Wilhelm Friedrich Sabler","wetenschapper","Male","","Physician",1799,1877,"",78
"Q18811489","Stefan Despodov","karikaturist","Male","","",1950,2015,"",65
"Q12349132","Ignác Marányi","politician","Male","","Politician",1818,1869,"",51
"Q55683406","Wilhelm Bernhard Georg Adolf Gumprecht","uitgever","Male","","",1818,1899,"",81
"Q1685793","Jean Roba","Belgian comic author","Male","Belgium","Artist",1930,2006,"",76
"Q60233111","J.J. de Haan","fotograaf","","Kingdom of the Netherlands","Artist",1868,1930,"",62
"Q1738427","Peter Witte","German bassist","Male","Germany","Bassist",1930,2007,"",77
"Q3370326","Paul-Louis Duparge","French soldier","","France","Military personnel",1849,1931,"",82
"Q48851383","Edward Czesław Szymczewski","onderwijzer","Male","","Teacher",1905,1941,"",36
"Q15998087","Joe Evans","American baseball player","Male","United States of America","Athlete",1895,1954,"",59
"Q1282999","Eddie Tickner","Amerikaans muziekproducent (1927-2006)","Male","United States of America","Record producer",1927,2006,"",79
"Q55876182","Hendrik Lynslager","1693-1768; Niederländ. Vizeadmiral, Kartograph","Male","","",1693,1768,"",75
"Q20685681","Rafael Storm","American actor","Male","United States of America","Artist",1889,1951,"",62
"Q4224304","Vladimir Klyuyev","Soviet politician","","Soviet Union","Politician",1924,1998,"",74
"Q2994835","Constant-Louis-Félix Smith","French painter (1788-1873)","Male","France","Artist",1788,1873,"",85
"Q1397369","Jan van Calcar","German printmaker (1500-1546)","Male","Netherlands","Artist",1500,1546,"",46
"Q23655538","Richard C. Glouner","American cinematographer (1931-1998)","Male","United States of America","Cinematographer",1931,1998,"",67
"Q5213857","Dan Lanphear","American football player (1938-2018)","Male","United States of America","Athlete",1938,2018,"",80
"Q21288186","Bogusław Kazimierz Maskiewicz","schrijver","Male","","Artist",1625,1683,"",58
"Q6195486","Jim Hastie","Scottish cricketer (1920-1996)","Male","","Athlete",1920,1996,"",76
"Q18527188","John Laidlaw","United Free Church of Scotland minister and theologian","Male","United Kingdom of Great Britain and Ireland","Minister",1832,1906,"",74
"Q55021679","Otto Bühlmann","entomoloog","Male","","",1875,1951,"",76
"Q1359401","Ernst Mantel","German judge","Male","Germany","Judge",1897,1971,"",74
"Q55684978","Friedrich Borgnis","handelaar","Male","","Merchant",1832,1912,"",80
"Q63184621","Edgar Howitt","English rower","Male","","",1909,1975,"",66
"Q1359274","Ernst Loewenberg","German university teacher (1896-1987)","Male","Germany","Teacher",1896,1987,"",91
"Q28870595","Charles Stacey","British cricketer (1878-1950)","Male","United Kingdom; United Kingdom of Great Britain and Ireland","Athlete",1878,1950,"",72
"Q2848587","André Rufiange","Canadian journalist (1930-1988)","Male","Canada","Journalist",1930,1988,"",58
"Q7330173","Richard de Ayreminne","English priest","Male","","Religious figure",1290,1340,"",50
"Q23780612","Eduardo Grenzner y Fellner","painter (1833-1908)","Male","Spain","Artist",1833,1908,"",75
"Q2675327","Detlev von Ahlefeldt","German canon","Male","Germany","",1633,1667,"",34
"Q5480232","Francis Bindon","Irish architect and painter (1690-1765)","Male","","Artist",1690,1765,"",75
"Q16266411","Guy Suarès","direutor de teatru francés (1932–1996)","Male","France","Theater director",1932,1996,"",64
"Q19705625","Heinrich Erk","schrijver","Male","","Artist",1920,2012,"",92
"Q16242984","María Elena Meneses Rocha","Mexican journalist, university professor","Female","Mexico","Teacher",1961,2018,"",57
"Q16404305","Helle Kalervo Ervie","","Female","","",1906,1951,"",45
"Q33083427","Tarcisio Pacati","Italian politician","","Italy; Kingdom of Italy","Politician",1904,1960,"",56
"Q2563044","Wernher von Homberg","Swiss Minnesinger","Male","Germany","Artist",1284,1320,"",36
"Q52831824","Edward Miller","born 1760; died 1812","Male","","Teacher",1760,1812,"",52
"Q5367884","Elton Wieman","American football player and coach, college athletics administrator (1896-1971)","Male","United States of America","Athlete",1896,1971,"",75
"Q6069394","Pedro M. Oliveira","Peruvian politician","Male","Peru","Politician",1882,1958,"",76
"Q19577519","John Payne","Footballer (1906-1981)","Male","United Kingdom","Athlete",1906,1981,"",75
"Q3086286","Francisco de Paula Vallet","Spanish presbyter","Male","Spain","",1883,1947,"",64
"Q48934689","林春粟","","","","",1918,1993,"",75
"Q50260001","François Delpech","French Judaism Historian","","France","Researcher",1935,1982,"",47
"Q496326","Andreas Brandt","German painter (1935-2016)","Male","Germany","Artist",1935,2016,"",81
"Q55679188","Ludwig Battenberg","German administrative lawyer","Male","","Jurist",1890,1964,"",74
"Q5290451","Dominic Agostino","Canadian politician","Male","Canada","Politician",1959,2004,"natural causes",45
"Q4536776","Vasiliy Gordeevitsj Jakovenko","","","Soviet Union","",1920,1943,"",23
"Q11092822","Shūichi Kinoshita","日本の官僚","Male","","Politician",1851,1907,"",56
"Q16739394","Gustav Bürgermeister","German engineer","Male","Germany","Engineer",1906,1983,"",77
"Q2185729","Johannes Theodorus Smits","mayor of Eindhoven (1754-1827)","Male","","Politician",1754,1827,"",73
"Q20986394","Carlos Luis Collado Martínez","médicu costarricanu (1919–1944)","Male","Costa Rica","Physician",1919,1944,"",25
"Q2882827","Henry Tryon","botanist (1856-1943)","Male","United Kingdom; United Kingdom of Great Britain and Ireland","Researcher",1856,1943,"",87
"Q16028194","Paul Muller","British crime writer (1924-1994)","Male","United Kingdom; United Kingdom of Great Britain and Ireland","Artist",1924,1994,"",70
"Q1553962","Guillaume de Varax","15th-century Swiss bishop","Male","France","Religious figure",1400,1466,"",66
"Q10259803","Johann Baptist Spitzeder","German actor and singer","Male","Germany","Artist",1767,1842,"",75
"Q18327103","Berthold Benecke","German anatomist and embryologist","Male","","Teacher",1843,1886,"",43
"Q7108705","Otho Holand","English soldier and Knight of the Garter","Male","","Military personnel",1316,1359,"",43
"Q5063492","Cephas Thompson","American artist (1775-1856)","Male","United States of America","Artist",1775,1856,"",81
"Q3170377","Jean Anisson","French printer","","France","",1642,1721,"",79
"Q71893743","S. Theyre Smith","playwright","","","Playwright",1834,1911,"",77
"Q11388678","Noboru Kojima","Japanese novelist","Male","Japan","Journalist",1927,2001,"",74
"Q15639505","Henri Mathon de Fogères","French politician","Male","France","Politician",1806,1864,"",58
"Q6001647","Hjalmar Mörner","Swedish artist (1794-1837)","Male","Sweden","Military personnel",1794,1837,"",43
"Q38225696","Franz Seraph Cramer","fluitist","Male","","Artist",1783,1835,"",52
"Q2670356","Georges Pernot","French politician","Male","France","Politician",1879,1962,"",83
"Q9180482","Brunon Bukowski","Polish actor","","Poland","Artist",1922,1997,"",75
"Q15998912","Arthur R. Wilson","American general (1894-1956)","Male","United States of America","Military personnel",1894,1956,"",62
"Q7929897","Viktoras Andriušis","Lithuanian artish (1908-1967)","Male","Lithuania","Artist",1908,1967,"",59
"Q4786","Marie-Jean-Léon d'Hervey de Saint Denys","French sinologist","Male","France","Researcher",1822,1892,"",70
"Q15903845","Joseph L. Hurley","American politician from Massachusetts","Male","United States of America","Politician",1898,1956,"",58
"Q29575204","John de Rooij","Dutch photographer","Male","Kingdom of the Netherlands","Artist",1936,1977,"",41
"Q15486174","Meg Campbell","New Zealand poet","Female","New Zealand","Artist",1937,2007,"",70
"Q4895619","Bertie Cooksley","New Zealand politician","Male","New Zealand","Politician",1892,1980,"",88
"Q2350709","Pol Debaise","Belgian graphic artist (1906-1986)","Male","Belgium","Artist",1906,1986,"",80
"Q18011903","Paul-Louis de Bauclair","ֆրանսիացի գրող","","France","Artist",1735,1804,"",69
"Q6281344","Joseph Barker Stearns","American electrical engineer","Male","United States of America","Inventor",1831,1895,"",64
"Q18911446","John Cannell Cain","English chemist","Male","","Researcher",1871,1921,"",50
"Q41187513","Pavel Stasov","Russian archery coach","Male","Russia; Soviet Union","Athlete",1936,2018,"",82
"Q55836473","Manuel del Campo y Rivas","1755-1830","Male","","",1755,1830,"",75
"Q2987520","Dimitrios Triclinius","Byzantine philologist","Male","Byzantine Empire","Artist",1280,1340,"",60
"Q15060745","Dmitriy Ivanovitsj Jakoesjkin","","Male","Russia; Soviet Union","",1923,1994,"",71
"Q3292687","Marie Maugeret","French writer, editor","Female","France","Feminist",1844,1928,"",84
"Q16572794","Louis Frommelt","Liechtenstein sports shooter","Male","Liechtenstein","Athlete",1943,2005,"",62
"Q601663","Liang Shiyi","Chinese politician (1869-1933)","Male","Qing dynasty; Republic of China (1912–1949)","Politician",1869,1933,"",64
"Q507172","Karel Rafael Ungar","Czech librarian and roman catholic priest","Male","Czech Republic","Librarian",1743,1807,"",64
"Q2438228","Charles Weidman","American choreographer","Male","United States of America","Choreographer; dancer",1901,1975,"",74
"Q2149891","Richard Joseph Meyer","chemist","Male","Germany","Researcher",1865,1939,"",74
"Q58876771","François Caër","1787-1856","Male","","",1787,1856,"",69
"Q26236458","Christina Friederike Cleß","wife of merchant Theodor Stang (1713-1772)","Female","","",1713,1772,"",59
"Q4932135","Bob Corbett","Australian rules footballer","Male","","Athlete",1895,1957,"",62
"Q22110737","Henri Nouvel","French physiologist and zoologist","Male","France","Researcher",1905,1974,"",69
"Q652301","August Robert Wolff","Polish publisher","Male","Poland; Russian Empire","Publisher",1833,1910,"",77
"Q2355790","Augusta Curiel","Surinamese photographer","Female","Suriname","Artist",1873,1937,"",64
"Q14950978","Lydolf Lind Meløy","Norwegian politician","Male","Norway","Politician",1908,1999,"",91
"Q3292061","Marie-Louise Coidavid","Queen of Haiti","Female","Haiti","Politician",1778,1851,"",73
"Q5293721","Don Whitt","professional golfer","Male","United States of America","Athlete",1930,2013,"",83
"Q5236345","David Laro","American judge","Male","United States of America","Judge",1942,2018,"",76
"Q1676401","Jacob Ludwig Beuther","German historian","Male","Germany","Researcher",1573,1625,"",52
"Q5997138","Margarita de la Cerda","Peerage person ID=41933","Female","Crown of Castile","",1293,1330,"",37
"Q54506748","Eduard Eckhardt","1864-1944","Male","","",1864,1944,"",80
"Q15875407","François Schollaert","Belgian politician and lawyer","Male","Belgium","Politician",1817,1879,"",62
"Q21535564","Andrew Archibald Flakelar","(1946-1967) surf lifesaver and electrician","Male","","",1946,1967,"",21
"Q19875861","Kenneth J. McNaught","New Zealand philatelist","Male","New Zealand","Researcher",1913,1999,"",86
"Q17385039","Isak Alexis Wallenius","Finnish priest","","Grand Duchy of Finland","Religious figure",1826,1883,"",57
"Q11954682","Vicenç de Paul González i Castells","Spanish politician (1920-1999)","","Spain","Politician",1920,1999,"",79
"Q1564391","Kurt Ranke","German politician (1920-1999)","Male","Germany","Politician",1920,1999,"",79
"Q60815095","Johann Jax","Austrian manufacturer","Male","Austria; Austria-Hungary","",1842,1937,"",95
"Q12805626","Victor-Henri Schweizguth","French military personnel","Male","France","Military personnel",1878,1949,"",71
"Q7619942","Thomas Howard, 2nd Earl of Effingham","British Army general","Male","Kingdom of Great Britain","Military personnel",1714,1763,"",49
"Q13102170","Colette Hoffmann","(1927-2015)","Female","Luxembourg","",1927,2015,"",88
"Q18941928","René Vidart","aviator from France","Male","France","Military personnel",1890,1928,"",38
"Q63162464","John Wildsmith Snarry","John Wildsmith Snarry (1889-1934) 1933/34 Obituary &amp;#91;1&amp;#93; John Wildsmith Snarry was born in 1889, and commenced his technical career in the offic...","Male","","",1889,1934,"",45
"Q7514206","Silas Owens, Sr.","American architect","Male","United States of America","Architect",1907,1960,"",53
"Q15990009","Ian Griggs","Bishop of Ludlow","Male","","Religious figure",1928,2021,"",93
"Q57264545","Edward Lach","toneelacteur","Male","","",1939,1977,"",38
"Q3387056","Pierre Ségelle","French politician","Male","France","Politician",1899,1960,"",61
"Q1067325","Charlotte Schiffler","German politician (1909-1992)","Female","Germany","Politician",1909,1992,"",83
"Q30316150","Robert McAllister","American sprinter","Male","United States of America","Police officer; sprinter",1899,1962,"",63
"Q54859863","John W. Brady","","Male","","Lawyer",1869,1943,"",74
"Q5545054","George T. Tamura","American artist","Male","United States of America","Artist",1927,2010,"",83
"Q254095","Adelaide of Paris","French royalty","Female","","",850,901,"",51
"Q19279992","Friedrich Voges","deutscher Mediziner und Standespolitiker","Male","Germany","",1912,1976,"",64
"Q30659767","John Castell Hopkins","Canadian","Male","","Artist",1864,1923,"",59
"Q12713391","Amund Bredesen","norwegischer Politiker und Landwirt","","Norway","Politician",1800,1842,"",42
"Q2573258","Wilhelm Hoffmann","German publisher","Male","Germany","Publisher",1777,1859,"",82
"Q6282321","Joseph Craven","British politician","Male","United Kingdom of Great Britain and Ireland","Politician",1825,1914,"",89
"Q14918518","Julian Stolarczyk","dokter","Male","Poland","Physician",1929,2007,"",78
"Q41800959","Anders V. Kristenson","schwedischer Arzt","Male","Sweden","Physician",1888,1954,"",66
"Q16189394","Mick McGeough","Canadian ice hockey official","Male","Canada","Official",1957,2018,"",61
"Q1960679","Adolph Theodor Kupffer","scientist","Male","Russian Empire","Researcher",1798,1865,"natural causes",67
"Q79110","Rudolf Koppitz","Austrian photographer","Male","Austria; Austria-Hungary","Artist",1884,1936,"",52
"Q58895663","Julian Scheer","journalist","Male","","Artist",1926,2001,"",75
"Q62322","Otto Bartning","German architect","Male","Germany","Architect",1883,1959,"",76
"Q1712238","Julien Dillens","Belgian sculptor (1849-1904)","Male","Belgium","Artist",1849,1904,"",55
"Q18640718","Reginald Ruston","British Army officer","Male","","Military personnel",1867,1963,"",96
"Q12628774","Celestin Bezmalinović","theoloog","","","",1912,1994,"",82
"Q7159968","Pedro Thomas Ruiz de Velasco","Mexican businessman","Male","Mexico","Businessperson",1915,1996,"",81
"Q25431095","Peter Johannes Hoppe","uitgever","Male","","",1794,1857,"",63
"Q2580363","William P. Remington","American long jumper and hurdler","Male","United States of America","Athlete",1879,1963,"",84
"Q19038419","Charles Addis","British banker and government adviser","Male","United Kingdom; United Kingdom of Great Britain and Ireland","",1861,1945,"",84
"Q5339731","Edmund Peck","Anglican missionary","Male","","Researcher",1850,1924,"",74
"Q1523","Ramesses II","Egyptian pharaoh of the Nineteenth Dynasty of Egypt","Male","Ancient Egypt","Statesperson",-1303,-1213,"",90
"Q21539022","Herbert Bruce Rothwell","(1923-1984) journalist","Male","","Journalist",1923,1984,"",61
"Q48850640","Wojciech Sawilski","Polish painter","Male","Poland","Artist",1906,1996,"",90
"Q21539126","Wilfred Bourne Barnard","(1870-1940) naturalist","Male","","",1870,1940,"",70
"Q3617466","Aniello Coppola","Italian journalist","","Italy; Kingdom of Italy","Journalist",1924,1987,"",63
"Q6400237","Khanderao Dabhade","Indian noble","Male","","",1665,1729,"",64
"Q12790077","Gordon Covell","Army physician and malariologist","Male","United Kingdom; United Kingdom of Great Britain and Ireland","Military personnel",1887,1975,"",88
"Q15810260","Franz Ludwig","German actor","Male","Germany","Artist",1876,1927,"",51
"Q12320247","Johnny Thingsager Madsen","Danish musician","Male","Denmark","Artist",1949,2002,"",53
"Q6143006","James Sharpe","Canadian politician","Male","Canada","Politician",1846,1935,"",89
"Q27178415","George Loomis Becker","politicus","Male","","Politician",1829,1904,"",75
"Q5298473","Dorothy Jean Ray","anthropologist","Female","United States of America","Researcher",1919,2007,"",88
"Q42286617","Ernie Zeller","Canadian-footballspeler","Male","","Athlete",1909,1987,"",78
"Q3301410","Maurice Signard","French politician","Male","France","Politician",1840,1903,"",63
"Q465442","Robert Guillaume","American actor (1927-2017)","Male","United States of America","Artist",1927,2017,"natural causes",90
"Q1638069","John Baillie","English mechanical engineer","Male","United Kingdom of Great Britain and Ireland","Engineer",1806,1859,"",53
"Q2964759","Chris Kazan","American screenwriter (1938-1991)","Male","United States of America","Artist",1938,1991,"",53
"Q6254244","John Rankine","British writer","Male","","Artist",1918,2013,"",95
"Q15430950","Edward Chester Barnard","American topographer","Male","United States of America","Topographer",1863,1921,"",58
"Q3180896","John Brashear","American astronomer and instrument builder","Male","United States of America","Engineer",1840,1920,"",80
"Q61944157","Adam Isbert","","Male","","",1880,1973,"",93
"Q20980190","Johann Helbig","onderwijzer","Male","","Teacher",1889,1965,"",76
"Q21341170","Albert Burke Wolcott","U.S. entomologist","Male","United States of America","Researcher",1869,1950,"",81
"Q428951","John I, Duke of Opava","Co-ruler of Troppau and Głubczyce and Lord of Fulnek","Male","","",1420,1454,"",34
"Q5006471","C. Gavan Duffy","Canadian politician","Male","Canada","Politician",1874,1958,"",84
"Q21455743","Marcel Hess","Belgian painter (1878-1948)","Male","Belgium","Artist",1878,1948,"",70
"Q11724971","Jerzy Levittoux","Polish officer","Male","Poland","Military personnel",1897,1944,"",47
"Q60638933","Julie Herne","American actress and screenwriter","Female","","Artist",1880,1955,"",75
"Q59775097","William Radde","publisher, bookseller, and land developer in New York City, U.S.A.","Male","United States of America","Publisher",1800,1884,"",84
"Q15702407","Giuliano Sabbatini","Italian bishop and poet","","Duchy of Modena and Reggio","Artist",1684,1757,"",73
"Q721362","Jules Demersseman","american composer and flutist","Male","France","Artist",1833,1866,"natural causes",33
"Q17447156","Gustav Wulff-Õis","estnischer Dichter","Male","","Artist",1864,1946,"",82
